"trnOpDate","staCode","gateInComingCnt","gateOutGoingCnt"
"20201116","3320",3132,3180
"20201116","3330",646,624
"20201116","3340",6013,7212
"20201116","3350",538,526
"20201116","3360",12737,12231
"20201116","3370",1090,1052
"20201116","3380",817,817
"20201116","3390",7736,7071
"20201116","3400",515,486
"20201116","3410",1095,1005
"20201116","3420",2601,2324
"20201116","3430",961,907
"20201116","3431",15,10
"20201116","3432",83,85
"20201116","3433",37,28
"20201116","3434",529,417
"20201116","3435",118,183
"20201116","3436",512,501
"20201116","3450",796,730
"20201116","3460",174,170
"20201116","3470",5218,5333
"20201116","3480",2001,1806
"20201116","3490",131,153
"20201116","4050",1852,2050
"20201116","4060",1701,2161
"20201116","4070",957,947
"20201116","4080",9254,8627
"20201116","4090",718,671
"20201116","4100",219,179
"20201116","4110",596,527
"20201116","4120",5621,5169
"20201116","4130",1135,1137
"20201116","4140",644,560
"20201116","4150",1538,1543
"20201116","4160",169,177
"20201116","4170",3656,3645
"20201116","4180",1491,1407
"20201116","4190",2393,2429
"20201116","4200",2782,2966
"20201116","4210",3779,4198
"20201116","4220",22723,23138
"20201116","4250",1295,1788
"20201116","4260",765,821
"20201116","4270",414,444
"20201116","4271",836,1286
"20201116","4272",2226,1903
"20201116","4290",2044,1937
"20201116","4300",1690,1633
"20201116","4310",2567,2371
"20201116","4320",1171,1370
"20201116","4330",2300,2501
"20201116","4340",9995,10034
"20201116","4350",715,666
"20201116","4360",682,677
"20201116","4370",1076,1003
"20201116","4380",226,234
"20201116","4390",470,530
"20201116","4400",12777,12579
"20201116","4410",559,578
"20201116","4420",1186,1040
"20201116","4430",1136,1004
"20201116","4440",5339,4652
"20201116","4450",615,594
"20201116","4460",1122,1082
"20201116","4470",159,163
"20201116","5000",9357,9840
"20201116","5010",221,252
"20201116","5020",134,149
"20201116","5030",677,658
"20201116","5040",282,307
"20201116","5050",3469,3129
"20201116","5060",167,173
"20201116","5070",601,493
"20201116","5080",21,18
"20201116","5090",393,334
"20201116","5100",143,118
"20201116","5110",69,56
"20201116","5120",991,1015
"20201116","5130",8,1
"20201116","5140",0,1
"20201116","5160",0,1
"20201116","5190",145,151
"20201116","5200",17,10
"20201116","5210",576,510
"20201116","5220",152,181
"20201116","5230",653,757
"20201116","5240",3,7
"20201116","6000",5648,4980
"20201116","6010",6,6
"20201116","6020",253,202
"20201116","6030",42,36
"20201116","6040",11,9
"20201116","6050",605,547
"20201116","6060",5,10
"20201116","6070",691,528
"20201116","6080",132,164
"20201116","6090",15,14
"20201116","6100",19,22
"20201116","6110",1269,1210
"20201116","6120",11,20
"20201116","6130",601,642
"20201116","6140",47,58
"20201116","6150",10,9
"20201116","6160",490,422
"20201116","6170",67,50
"20201116","6180",355,370
"20201116","6190",32,27
"20201116","6200",16,18
"20201116","6210",92,81
"20201116","6220",291,495
"20201116","6230",19,20
"20201116","6240",288,549
"20201116","6250",468,468
"20201116","7000",11448,10715
"20201116","7010",137,153
"20201116","7020",22,19
"20201116","7030",395,431
"20201116","7040",34,37
"20201116","7050",69,76
"20201116","7060",811,799
"20201116","7070",5,15
"20201116","7080",9,16
"20201116","7090",926,909
"20201116","7100",198,196
"20201116","7110",12,12
"20201116","7120",606,615
"20201116","7130",625,658
"20201116","7140",13,12
"20201116","7150",567,513
"20201116","7160",4583,4127
"20201116","7170",4,2
"20201116","7180",159,180
"20201116","7190",3857,3886
"20201116","7200",135,127
"20201116","7210",1629,1431
"20201116","7220",120,147
"20201116","7230",1371,1293
"20201116","7240",49,47
"20201116","7250",103,78
"20201116","7260",238,222
"20201116","7270",640,171
"20201116","7280",64,26
"20201116","7290",640,1009
"20201116","7300",225,316
"20201116","7310",749,742
"20201116","7320",151,142
"20201116","7330",43,69
"20201116","7331",14,16
"20201116","7332",394,447
"20201116","7333",6,6
"20201116","7334",21,26
"20201116","7335",286,257
"20201116","7336",247,285
"20201116","7350",435,330
"20201116","7360",3859,4024
"20201116","7361",37,28
"20201116","7362",172,158
"20201116","7380",721,722
"20201116","7390",500,547
"20201118","0900",7685,7578
"20201118","0910",1456,1446
"20201118","0920",2603,2458
"20201118","0930",6605,6594
"20201118","0940",2876,2875
"20201118","0950",2399,1990
"20201118","0960",10823,11729
"20201118","0970",11684,11702
"20201118","0980",12115,12382
"20201118","0990",17639,17647
"20201118","1000",54695,53923
"20201118","1010",4790,4783
"20201118","1020",22549,22535
"20201118","1030",3175,3038
"20201118","1040",14383,14556
"20201118","1050",1285,1254
"20201118","1060",1669,1695
"20201118","1070",9080,9208
"20201118","1080",25864,26748
"20201118","1090",9675,9426
"20201118","1100",23504,23973
"20201118","1110",6792,6100
"20201118","1120",5263,4955
"20201118","1130",1722,1783
"20201118","1140",68,83
"20201118","1150",948,918
"20201118","1160",3486,3579
"20201118","1170",5025,5236
"20201118","1180",5247,5030
"20201118","1190",2490,2614
"20201118","1191",321,302
"20201118","1192",1537,1590
"20201118","1193",528,579
"20201118","1194",2531,2506
"20201118","1201",52,59
"20201118","1202",99,117
"20201118","1203",447,412
"20201118","1204",89,86
"20201118","1205",47,41
"20201118","1206",35,34
"20201118","1207",4,7
"20201118","1208",199,203
"20201118","1210",16167,15893
"20201118","1220",1214,1089
"20201118","1230",586,602
"20201118","1240",212,219
"20201118","1250",7697,7969
"20201118","2110",30,27
"20201118","2120",97,109
"20201118","2130",1351,1253
"20201118","2140",13,18
"20201118","2150",285,292
"20201118","2160",55,39
"20201118","2170",747,727
"20201118","2180",1351,1357
"20201118","2190",235,216
"20201118","2200",1945,1926
"20201118","2210",82,80
"20201118","2220",882,853
"20201118","2230",1726,1751
"20201118","2240",337,301
"20201118","2250",588,559
"20201118","2260",265,169
"20201118","3140",322,358
"20201118","3150",667,697
"20201118","3160",5431,5337
"20201118","3170",98,109
"20201118","3180",1028,985
"20201118","3190",651,676
"20201118","3210",433,491
"20201118","3220",2137,2144
"20201118","3230",7384,7768
"20201118","3240",772,749
"20201118","3250",2071,2087
"20201118","3260",516,495
"20201118","3270",2119,2204
"20201118","3280",2233,2261
"20201118","3290",1195,1147
"20201118","3300",16795,16837
"20201118","3310",1463,1389
"20201118","3320",3115,3001
"20201118","3330",583,591
"20201118","3340",5965,5596
"20201118","3350",588,550
"20201118","3360",11185,11438
"20201118","3370",988,1113
"20201118","3380",744,799
"20201118","3390",6842,6825
"20201118","3400",453,499
"20201118","3410",1078,1116
"20201118","3420",2374,2359
"20201118","3430",981,997
"20201118","3431",27,30
"20201118","3432",109,69
"20201118","3433",11,31
"20201118","3434",372,706
"20201118","3435",145,128
"20201118","3436",801,511
"20201118","3450",682,721
"20201118","3460",114,130
"20201118","3470",4437,4394
"20201118","3480",1613,1610
"20201118","3490",124,141
"20201118","4050",1365,1380
"20201118","4060",1464,1475
"20201118","4070",770,826
"20201118","4080",7614,7562
"20201118","4090",611,592
"20201118","4100",149,153
"20201118","4110",514,527
"20201118","4120",4762,4836
"20201118","4130",1114,1070
"20201118","4140",571,574
"20201118","4150",1381,1331
"20201118","4160",176,203
"20201118","4170",3373,3399
"20201118","4180",1473,1362
"20201118","4190",2303,2257
"20201118","4200",2564,2642
"20201118","4210",3777,3653
"20201118","4220",19880,20303
"20201118","4250",1239,1235
"20201118","4260",685,738
"20201118","4270",377,358
"20201118","4271",1000,966
"20201118","4272",1611,1464
"20201118","4290",2039,1858
"20201118","4300",1628,1651
"20201118","4310",2232,2297
"20201118","4320",1219,1279
"20201118","4330",2013,2074
"20201118","4340",8665,8294
"20201118","4350",711,688
"20201118","4360",655,661
"20201118","4370",1046,970
"20201118","4380",212,211
"20201118","4390",471,545
"20201118","4400",11648,11980
"20201118","4410",555,552
"20201118","4420",1025,1013
"20201118","4430",1018,975
"20201118","4440",4583,4364
"20201118","4450",597,588
"20201118","4460",1536,1088
"20201118","4470",151,156
"20201118","5000",8695,8656
"20201118","5010",242,248
"20201118","5020",128,137
"20201118","5030",645,629
"20201118","5040",300,285
"20201118","5050",3200,3707
"20201118","5060",180,187
"20201118","5070",608,501
"20201118","5080",18,15
"20201118","5090",359,364
"20201118","5100",122,102
"20201118","5110",79,74
"20201118","5120",1009,1016
"20201118","5130",15,1
"20201118","5140",0,1
"20201118","5160",1,2
"20201118","5190",136,135
"20201118","5200",30,16
"20201118","5210",552,578
"20201118","5220",143,119
"20201118","5230",640,605
"20201118","5240",3,4
"20201118","6000",4396,4513
"20201118","6010",5,10
"20201118","6020",250,204
"20201118","6030",39,45
"20201118","6040",7,10
"20201118","6050",571,506
"20201118","6060",8,9
"20201118","6070",515,584
"20201118","6080",117,118
"20201118","6090",17,18
"20201118","6100",14,20
"20201118","6110",1065,1153
"20201118","6120",6,8
"20201118","6130",476,512
"20201118","6140",33,35
"20201118","6150",9,7
"20201118","6160",451,390
"20201118","6170",54,50
"20201118","6180",342,304
"20201118","6190",29,25
"20201118","6200",19,16
"20201118","6210",84,86
"20201118","6220",340,240
"20201118","6230",12,16
"20201118","6240",240,309
"20201118","6250",409,364
"20201118","7000",9331,9434
"20201118","7010",138,134
"20201118","7020",23,24
"20201118","7030",372,347
"20201118","7040",27,38
"20201118","7050",65,73
"20201118","7060",819,826
"20201118","7070",14,16
"20201118","7080",17,18
"20201118","7090",893,878
"20201118","7100",187,193
"20201118","7110",21,23
"20201118","7120",579,588
"20201118","7130",623,679
"20201118","7140",17,27
"20201118","7150",603,629
"20201118","7160",4497,4303
"20201118","7170",0,2
"20201118","7180",139,155
"20201118","7190",4011,3711
"20201118","7200",146,147
"20201118","7210",1388,1538
"20201118","7220",111,153
"20201118","7230",1341,1250
"20201118","7240",78,91
"20201118","7250",63,66
"20201118","7260",291,278
"20201118","7270",1044,266
"20201118","7280",25,20
"20201118","7290",881,1323
"20201118","7300",273,650
"20201118","7310",789,785
"20201118","7320",147,206
"20201118","7330",58,86
"20201118","7331",31,15
"20201118","7332",388,256
"20201118","7333",35,40
"20201118","7334",50,22
"20201118","7335",176,159
"20201118","7336",156,313
"20201118","7350",389,276
"20201118","7360",4122,4176
"20201118","7361",49,66
"20201118","7362",102,124
"20201118","7380",690,735
"20201118","7390",519,568
"20201119","0900",8054,7592
"20201119","0910",1444,1524
"20201119","0920",2593,2349
"20201119","0930",6961,6856
"20201119","0940",2789,2871
"20201119","0950",2439,2079
"20201119","0960",10968,11688
"20201119","0970",11838,11828
"20201119","0980",12097,12691
"20201119","0990",18088,18161
"20201119","1000",56824,55028
"20201119","1010",4670,4623
"20201119","1020",23737,23064
"20201119","1030",3192,3068
"20201119","1040",14568,14703
"20201119","1050",1305,1300
"20201119","1060",1582,1630
"20201119","1070",8844,8900
"20201119","1080",26114,27259
"20201119","1090",10014,9642
"20201119","1100",23805,23958
"20201119","1110",6363,6094
"20201119","1120",5170,4872
"20201119","1130",1711,1828
"20201119","1140",57,78
"20201119","1150",914,844
"20201119","1160",3507,3632
"20201119","1170",5345,5288
"20201119","1180",5132,5072
"20201119","1190",2605,2681
"20201119","1191",292,260
"20201119","1192",1615,1638
"20201119","1193",564,576
"20201119","1194",2519,2581
"20201119","1201",54,66
"20201119","1202",95,106
"20201119","1203",427,458
"20201119","1204",72,72
"20201119","1205",45,32
"20201119","1206",32,41
"20201119","1207",7,9
"20201119","1208",271,239
"20201119","1210",16638,16136
"20201119","1220",1392,1136
"20201119","1230",591,605
"20201119","1240",233,248
"20201119","1250",7784,8003
"20201119","2110",57,43
"20201119","2120",103,110
"20201119","2130",1240,1208
"20201119","2140",16,22
"20201119","2150",260,238
"20201119","2160",40,34
"20201119","2170",620,686
"20201119","2180",1459,1457
"20201119","2190",203,230
"20201119","2200",1881,1884
"20201119","2210",73,78
"20201119","2220",902,951
"20201119","2230",1921,1882
"20201119","2240",351,349
"20201119","2250",593,547
"20201119","2260",438,183
"20201119","3140",293,371
"20201119","3150",738,780
"20201119","3160",5652,5449
"20201119","3170",116,113
"20201119","3180",999,990
"20201119","3190",676,708
"20201119","3210",482,471
"20201119","3220",2116,2049
"20201119","3230",7148,7621
"20201119","3240",734,711
"20201119","3250",2025,2064
"20201119","3260",534,478
"20201119","3270",2045,2333
"20201119","3280",2269,2289
"20201119","3290",1169,1181
"20201119","3300",18522,18072
"20201119","3310",1437,1432
"20201119","3320",3078,2911
"20201119","3330",605,664
"20201119","3340",6191,5803
"20201119","3350",492,780
"20201119","3360",11586,11900
"20201119","3370",921,1068
"20201119","3380",834,842
"20201119","3390",6957,7190
"20201119","3400",445,533
"20201119","3410",1024,1121
"20201119","3420",2278,2333
"20201119","3430",926,901
"20201119","3431",21,21
"20201119","3432",99,84
"20201119","3433",15,12
"20201119","3434",164,116
"20201119","3435",93,111
"20201119","3436",206,283
"20201119","3450",656,684
"20201119","3460",140,160
"20201119","3470",4743,4752
"20201119","3480",1615,1750
"20201119","3490",116,138
"20201119","4050",1465,1379
"20201119","4060",1870,1589
"20201119","4070",852,890
"20201119","4080",8282,8123
"20201119","4090",544,610
"20201119","4100",174,202
"20201119","4110",533,534
"20201119","4120",4945,5030
"20201119","4130",1108,1028
"20201119","4140",559,580
"20201119","4150",1346,1332
"20201119","4160",152,155
"20201119","4170",3408,3477
"20201119","4180",1559,1434
"20201119","4190",2489,2310
"20201119","4200",2633,2642
"20201119","4210",3868,3589
"20201119","4220",20839,21670
"20201119","4250",1447,1243
"20201119","4260",785,731
"20201119","4270",380,354
"20201119","4271",1092,962
"20201119","4272",1908,1783
"20201119","4290",2013,1858
"20201119","4300",1626,1654
"20201119","4310",2271,2384
"20201119","4320",1180,1347
"20201119","4330",2212,2119
"20201119","4340",9094,9068
"20201119","4350",737,673
"20201119","4360",644,685
"20201119","4370",1071,1046
"20201119","4380",202,219
"20201119","4390",471,533
"20201119","4400",12056,12374
"20201119","4410",544,541
"20201119","4420",1059,998
"20201119","4430",1065,1008
"20201119","4440",4746,4754
"20201119","4450",574,598
"20201119","4460",1040,1103
"20201119","4470",157,158
"20201119","5000",9186,9152
"20201119","5010",236,217
"20201119","5020",134,157
"20201119","5030",682,631
"20201119","5040",256,274
"20201119","5050",3188,3297
"20201119","5060",180,201
"20201119","5070",522,510
"20201119","5080",17,18
"20201119","5090",369,385
"20201119","5100",122,119
"20201119","5110",80,75
"20201119","5120",1058,1019
"20201119","5130",6,0
"20201119","5140",0,2
"20201119","5160",1,1
"20201119","5190",143,156
"20201119","5200",21,19
"20201119","5210",648,603
"20201119","5220",156,167
"20201119","5230",804,672
"20201119","5240",3,6
"20201119","6000",4543,5220
"20201119","6010",3,8
"20201119","6020",233,286
"20201119","6030",51,44
"20201119","6040",9,5
"20201119","6050",521,673
"20201119","6060",6,15
"20201119","6070",596,572
"20201119","6080",160,146
"20201119","6090",20,11
"20201119","6100",15,13
"20201119","6110",1201,1274
"20201119","6120",8,6
"20201119","6130",465,607
"20201119","6140",40,36
"20201119","6150",8,7
"20201119","6160",456,457
"20201119","6170",60,40
"20201119","6180",312,327
"20201119","6190",28,23
"20201119","6200",23,38
"20201119","6210",66,82
"20201119","6220",277,281
"20201119","6230",16,18
"20201119","6240",434,228
"20201119","6250",416,406
"20201119","7000",10158,9974
"20201119","7010",119,136
"20201119","7020",9,26
"20201119","7030",413,661
"20201119","7040",27,31
"20201119","7050",57,68
"20201119","7060",808,809
"20201119","7070",8,8
"20201119","7080",10,16
"20201119","7090",891,944
"20201119","7100",181,191
"20201119","7110",26,23
"20201119","7120",643,654
"20201119","7130",715,727
"20201119","7140",14,18
"20201119","7150",572,577
"20201119","7160",4446,4543
"20201119","7170",0,1
"20201119","7180",160,157
"20201119","7190",4234,4180
"20201119","7200",141,135
"20201119","7210",1552,1570
"20201119","7220",128,154
"20201119","7230",1351,1285
"20201119","7240",72,86
"20201119","7250",71,73
"20201119","7260",346,374
"20201119","7270",1342,659
"20201119","7280",37,29
"20201119","7290",1067,1462
"20201119","7300",248,576
"20201119","7310",819,813
"20201119","7320",140,168
"20201119","7330",109,85
"20201119","7331",13,15
"20201119","7332",548,753
"20201119","7333",26,30
"20201119","7334",27,29
"20201119","7335",188,199
"20201119","7336",521,348
"20201119","7350",356,386
"20201119","7360",3982,4033
"20201119","7361",23,40
"20201119","7362",110,176
"20201119","7380",670,699
"20201119","7390",477,540
"20201121","0900",7728,7379
"20201121","0910",1157,1256
"20201121","0920",1758,1785
"20201121","0930",4738,4842
"20201121","0940",2323,2241
"20201121","0950",1725,1461
"20201121","0960",9097,9051
"20201121","0970",5719,5585
"20201121","0980",9818,10121
"20201121","0990",13836,12748
"20201121","1000",63151,60154
"20201121","1010",3986,4202
"20201121","1020",36280,34261
"20201121","1030",2917,2599
"20201121","1040",14957,15155
"20201121","1050",1130,1194
"20201121","1060",1725,1689
"20201121","1070",8547,8568
"20201121","1080",30723,31664
"20201121","1090",9451,9219
"20201121","1100",29873,30038
"20201121","1110",6264,5958
"20201121","1120",5127,5024
"20201121","1130",1865,1900
"20201121","1140",91,96
"20201121","1150",1137,967
"20201121","1160",3839,3938
"20201121","1170",5898,5629
"20201121","1180",5150,5166
"20201121","1190",1800,1849
"20201121","1191",420,340
"20201121","1192",2037,1600
"20201121","1193",792,709
"20201121","1194",3197,3301
"20201121","1201",59,78
"20201121","1202",137,123
"20201121","1203",727,689
"20201121","1204",112,116
"20201121","1205",76,98
"20201121","1206",200,203
"20201121","1207",58,85
"20201121","1208",1002,1019
"20201121","1210",23540,23139
"20201121","1220",1027,855
"20201121","1230",609,584
"20201121","1240",263,303
"20201121","1250",8501,8665
"20201121","2110",21,31
"20201121","2120",52,87
"20201121","2130",874,937
"20201121","2140",73,90
"20201121","2150",489,498
"20201121","2160",55,85
"20201121","2170",779,1051
"20201121","2180",1492,1710
"20201121","2190",238,238
"20201121","2200",2786,2846
"20201121","2210",59,76
"20201121","2220",1156,1148
"20201121","2230",3211,2888
"20201121","2240",437,437
"20201121","2250",764,669
"20201121","2260",860,229
"20201121","3140",284,332
"20201121","3150",928,927
"20201121","3160",5433,5943
"20201121","3170",104,127
"20201121","3180",1684,1732
"20201121","3190",816,982
"20201121","3210",783,986
"20201121","3220",2382,2431
"20201121","3230",11130,11603
"20201121","3240",1006,924
"20201121","3250",2997,2721
"20201121","3260",630,581
"20201121","3270",3583,3957
"20201121","3280",3207,3146
"20201121","3290",1819,1602
"20201121","3300",31355,32818
"20201121","3310",2013,1785
"20201121","3320",4695,4467
"20201121","3330",997,1075
"20201121","3340",12829,10746
"20201121","3350",596,1232
"20201121","3360",16691,17046
"20201121","3370",1477,1598
"20201121","3380",984,1010
"20201121","3390",8701,9491
"20201121","3400",522,725
"20201121","3410",1115,1293
"20201121","3420",2659,3030
"20201121","3430",1143,1160
"20201121","3431",23,43
"20201121","3432",205,179
"20201121","3433",10,12
"20201121","3434",658,737
"20201121","3435",198,254
"20201121","3436",828,886
"20201121","3450",795,928
"20201121","3460",210,272
"20201121","3470",6945,7042
"20201121","3480",2400,2496
"20201121","3490",141,179
"20201121","4050",1742,1514
"20201121","4060",2280,1969
"20201121","4070",744,799
"20201121","4080",11397,12466
"20201121","4090",694,748
"20201121","4100",171,228
"20201121","4110",483,546
"20201121","4120",5169,5642
"20201121","4130",633,658
"20201121","4140",530,608
"20201121","4150",1661,1217
"20201121","4160",149,180
"20201121","4170",3286,3086
"20201121","4180",972,763
"20201121","4190",2365,2102
"20201121","4200",3353,3022
"20201121","4210",3376,2809
"20201121","4220",28603,29614
"20201121","4250",1656,1594
"20201121","4260",952,836
"20201121","4270",427,350
"20201121","4271",736,439
"20201121","4272",3135,2460
"20201121","4290",1438,1426
"20201121","4300",1609,1578
"20201121","4310",3048,2748
"20201121","4320",1509,1734
"20201121","4330",2487,2360
"20201121","4340",12347,11920
"20201121","4350",549,576
"20201121","4360",644,666
"20201121","4370",867,859
"20201121","4380",242,209
"20201121","4390",327,319
"20201121","4400",17620,17521
"20201121","4410",509,493
"20201121","4420",1020,958
"20201121","4430",1003,958
"20201121","4440",5540,4816
"20201121","4450",619,593
"20201121","4460",1103,1140
"20201121","4470",113,143
"20201121","5000",10933,11321
"20201121","5010",221,201
"20201121","5020",156,165
"20201121","5030",731,739
"20201121","5040",310,325
"20201121","5050",3604,3891
"20201121","5060",82,82
"20201121","5070",379,418
"20201121","5080",40,16
"20201121","5090",407,443
"20201121","5100",108,138
"20201121","5110",57,76
"20201121","5120",1497,1564
"20201121","5130",39,2
"20201121","5160",1,2
"20201121","5190",181,186
"20201121","5200",13,14
"20201121","5210",716,734
"20201121","5220",219,296
"20201121","5230",755,671
"20201121","5240",4,8
"20201121","6000",5821,6325
"20201121","6010",5,4
"20201121","6020",226,207
"20201121","6030",25,19
"20201121","6040",7,11
"20201121","6050",548,547
"20201121","6060",1,5
"20201121","6070",656,774
"20201121","6080",92,127
"20201121","6090",3,7
"20201121","6100",8,9
"20201121","6110",1314,1384
"20201121","6120",5,12
"20201121","6130",712,935
"20201121","6140",32,47
"20201121","6150",1,1
"20201121","6160",358,449
"20201121","6170",89,64
"20201121","6180",305,316
"20201121","6190",16,16
"20201121","6200",51,26
"20201121","6210",34,43
"20201121","6220",269,274
"20201121","6230",6,9
"20201121","6240",378,298
"20201121","6250",377,387
"20201121","7000",12320,14251
"20201121","7010",63,71
"20201121","7020",0,9
"20201121","7030",634,340
"20201121","7040",12,7
"20201121","7050",24,32
"20201121","7060",196,206
"20201121","7070",3,5
"20201121","7080",13,15
"20201121","7090",614,752
"20201121","7100",86,111
"20201121","7110",16,16
"20201121","7120",323,317
"20201121","7130",489,627
"20201121","7140",15,20
"20201121","7150",401,374
"20201121","7160",4513,4768
"20201121","7180",101,125
"20201121","7190",4105,4354
"20201121","7200",69,79
"20201121","7210",2187,2761
"20201121","7220",83,105
"20201121","7230",1123,1092
"20201121","7240",52,83
"20201121","7250",84,57
"20201121","7260",391,362
"20201121","7270",1973,586
"20201121","7280",54,60
"20201121","7290",1280,2989
"20201121","7300",173,464
"20201121","7310",674,800
"20201121","7320",118,179
"20201121","7330",76,87
"20201121","7331",16,32
"20201121","7332",630,1079
"20201121","7333",7,8
"20201121","7334",50,55
"20201121","7335",295,270
"20201121","7336",821,443
"20201121","7350",608,588
"20201121","7360",3816,4130
"20201121","7361",67,115
"20201121","7362",264,286
"20201121","7380",572,635
"20201121","7390",330,366
"20201123","0900",7143,6702
"20201123","0910",1415,1395
"20201123","0920",2409,2213
"20201123","0930",6492,6520
"20201123","0940",2729,2708
"20201123","0950",2313,1870
"20201123","0960",10535,10068
"20201123","0970",11402,11376
"20201123","0980",11319,12309
"20201123","0990",16689,17770
"20201123","1000",52773,56368
"20201123","1010",4543,4516
"20201123","1020",22314,23014
"20201123","1030",2990,3069
"20201123","1040",14450,14617
"20201123","1050",1153,1177
"20201123","1060",1611,1586
"20201123","1070",8866,8819
"20201123","1080",26443,24712
"20201123","1090",9471,9395
"20201123","1100",22909,24055
"20201123","1110",6138,6081
"20201123","1120",5200,4788
"20201123","1130",1782,1743
"20201123","1140",76,91
"20201123","1150",733,900
"20201123","1160",3501,3509
"20201123","1170",5309,5611
"20201123","1180",5357,5169
"20201123","1190",2603,2717
"20201123","1191",270,298
"20201123","1192",1669,1869
"20201123","1193",551,636
"20201123","1194",2985,2729
"20201123","1201",51,50
"20201123","1202",125,132
"20201123","1203",457,388
"20201123","1204",98,106
"20201123","1205",39,51
"20201123","1206",70,99
"20201123","1207",15,3
"20201123","1208",313,305
"20201123","1210",16923,17502
"20201123","1220",1251,1215
"20201123","1230",644,616
"20201123","1240",201,228
"20201123","1250",8131,7885
"20201123","2110",30,29
"20201123","2120",101,105
"20201123","2130",1279,1201
"20201123","2140",20,32
"20201123","2150",278,282
"20201123","2160",50,43
"20201123","2170",799,716
"20201123","2180",1569,1395
"20201123","2190",237,222
"20201123","2200",2213,2056
"20201123","2210",107,82
"20201123","2220",1093,966
"20201123","2230",2167,2236
"20201123","2240",356,319
"20201123","2250",665,568
"20201123","2260",228,160
"20201123","3140",305,325
"20201123","3150",767,788
"20201123","3160",5675,5578
"20201123","3170",97,119
"20201123","3180",924,843
"20201123","3190",722,685
"20201123","3210",488,469
"20201123","3220",2339,2310
"20201123","3230",8014,7793
"20201123","3240",717,665
"20201123","3250",2150,2038
"20201123","3260",609,486
"20201123","3270",1348,1274
"20201123","3280",2752,2545
"20201123","3290",1183,1169
"20201123","3300",20031,20161
"20201123","3310",1484,1437
"20201123","3320",3044,3183
"20201123","3330",641,646
"20201123","3340",5769,6415
"20201123","3350",496,552
"20201123","3360",12524,11993
"20201123","3370",1058,1020
"20201123","3380",811,797
"20201123","3390",7747,7093
"20201123","3400",509,456
"20201123","3410",1100,1069
"20201123","3420",2649,2257
"20201123","3430",1044,928
"20201123","3431",14,15
"20201123","3432",94,106
"20201123","3433",7,13
"20201123","3434",543,629
"20201123","3435",144,122
"20201123","3436",705,595
"20201123","3450",783,750
"20201123","3460",160,168
"20201123","3470",5292,5333
"20201123","3480",1929,1786
"20201123","3490",132,162
"20201123","4050",1903,1877
"20201123","4060",1644,2065
"20201123","4070",906,927
"20201123","4080",9050,8541
"20201123","4090",698,607
"20201123","4100",187,157
"20201123","4110",637,573
"20201123","4120",5248,4882
"20201123","4130",1047,1026
"20201123","4140",620,554
"20201123","4150",1487,1444
"20201123","4160",162,166
"20201123","4170",3529,3512
"20201123","4180",1489,1387
"20201123","4190",2449,2398
"20201123","4200",2890,3080
"20201123","4210",3667,3922
"20201123","4220",22541,22781
"20201123","4250",1230,1656
"20201123","4260",759,795
"20201123","4270",394,490
"20201123","4271",661,1689
"20201123","4272",2326,2049
"20201123","4290",2059,1928
"20201123","4300",1576,1579
"20201123","4310",2504,2368
"20201123","4320",1294,1450
"20201123","4330",2279,2434
"20201123","4340",9775,10297
"20201123","4350",748,666
"20201123","4360",695,687
"20201123","4370",1084,1018
"20201123","4380",232,253
"20201123","4390",472,497
"20201123","4400",12954,12575
"20201123","4410",534,571
"20201123","4420",1142,988
"20201123","4430",1101,972
"20201123","4440",5162,4825
"20201123","4450",616,581
"20201123","4460",1089,1111
"20201123","4470",150,146
"20201123","5000",9341,9608
"20201123","5010",211,268
"20201123","5020",134,143
"20201123","5030",667,643
"20201123","5040",319,294
"20201123","5050",3475,3135
"20201123","5060",182,190
"20201123","5070",548,517
"20201123","5080",21,17
"20201123","5090",393,373
"20201123","5100",144,113
"20201123","5110",81,104
"20201123","5120",1234,1078
"20201123","5130",52,0
"20201123","5140",0,1
"20201123","5160",0,1
"20201123","5190",155,155
"20201123","5200",17,101
"20201123","5210",596,570
"20201123","5220",172,164
"20201123","5230",696,791
"20201123","5240",4,6
"20201123","6000",5543,4830
"20201123","6010",10,8
"20201123","6020",226,256
"20201123","6030",39,45
"20201123","6040",10,8
"20201123","6050",584,548
"20201123","6060",10,16
"20201123","6070",628,552
"20201123","6080",123,137
"20201123","6090",11,12
"20201123","6100",24,15
"20201123","6110",1297,1238
"20201123","6120",9,14
"20201123","6130",662,580
"20201123","6140",44,28
"20201123","6150",0,1
"20201123","6160",423,362
"20201123","6170",59,43
"20201123","6180",321,392
"20201123","6190",34,23
"20201123","6200",24,3
"20201123","6210",87,79
"20201123","6220",245,280
"20201123","6230",14,22
"20201123","6240",231,489
"20201123","6250",476,407
"20201123","7000",11101,10718
"20201123","7010",108,132
"20201123","7020",12,24
"20201123","7030",417,398
"20201123","7040",30,32
"20201123","7050",67,75
"20201123","7060",816,810
"20201123","7070",11,47
"20201123","7080",23,13
"20201123","7090",913,889
"20201123","7100",170,172
"20201123","7110",15,12
"20201123","7120",615,623
"20201123","7130",643,660
"20201123","7140",11,15
"20201123","7150",514,497
"20201123","7160",4722,4082
"20201123","7170",1,1
"20201123","7180",150,140
"20201123","7190",3854,3816
"20201123","7200",135,141
"20201123","7210",1645,1479
"20201123","7220",136,147
"20201123","7230",1349,1256
"20201123","7240",33,64
"20201123","7250",158,133
"20201123","7260",216,236
